Commodity,Year,Attribute,Value,Notes
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Berries-Total berries-Pounds,2.022539704,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Berries-Total berries-Pounds,2.207773601,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Berries-Total berries-Pounds,2.088903944,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Berries-Total berries-Pounds,1.852934146,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Berries-Total berries-Pounds,2.096348856,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Berries-Total berries-Pounds,2.056272171,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Berries-Total berries-Pounds,2.247626349,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Berries-Total berries-Pounds,2.550016161,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Berries-Total berries-Pounds,2.116934265,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Berries-Total berries-Pounds,2.582314858,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Berries-Total berries-Pounds,2.213252687,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Berries-Total berries-Pounds,2.915066222,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Berries-Total berries-Pounds,2.790704386,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Berries-Total berries-Pounds,2.657129068,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Berries-Total berries-Pounds,2.675383472,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Berries-Total berries-Pounds,2.571740217,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Berries-Total berries-Pounds,3.067619182,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Berries-Total berries-Pounds,2.640253603,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Berries-Total berries-Pounds,2.846170372,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Berries-Total berries-Pounds,2.847480396,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Berries-Total berries-Pounds,3.283836681,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Berries-Total berries-Pounds,3.423194428,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Berries-Total berries-Pounds,3.060334635,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Berries-Total berries-Pounds,3.086332153,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Berries-Total berries-Pounds,3.124999688,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Berries-Total berries-Pounds,3.131927163,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Berries-Total berries-Pounds,3.312997405,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Berries-Total berries-Pounds,3.313738947,Computed from unrounded data. Includes miscellaneous fruit and berries and noncitrus fruit puree.
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Other frozen fruit-Apples-Pounds,0.991972768,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Other frozen fruit-Apples-Pounds,0.919195227,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Other frozen fruit-Apples-Pounds,1.123273431,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Other frozen fruit-Apples-Pounds,1.225612881,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Other frozen fruit-Apples-Pounds,0.851344375,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Other frozen fruit-Apples-Pounds,0.44198673,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Other frozen fruit-Apples-Pounds,0.821385557,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Other frozen fruit-Apples-Pounds,0.688051617,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Other frozen fruit-Apples-Pounds,1.046183705,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Other frozen fruit-Apples-Pounds,0.735065651,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Other frozen fruit-Apples-Pounds,0.789071077,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Other frozen fruit-Apples-Pounds,0.678410722,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Other frozen fruit-Apples-Pounds,0.844249487,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Other frozen fruit-Apples-Pounds,0.740964632,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Other frozen fruit-Apples-Pounds,0.880122531,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Other frozen fruit-Apples-Pounds,0.796812124,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Other frozen fruit-Apples-Pounds,1.024826824,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Other frozen fruit-Apples-Pounds,1.030045634,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Other frozen fruit-Apples-Pounds,1.132231115,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Other frozen fruit-Apples-Pounds,1.290941288,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Other frozen fruit-Apples-Pounds,1.115505413,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Other frozen fruit-Apples-Pounds,1.029960591,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Other frozen fruit-Apples-Pounds,1.044687731,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Other frozen fruit-Apples-Pounds,1.082530633,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Other frozen fruit-Apples-Pounds,1.080508435,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Other frozen fruit-Apples-Pounds,1.198120702,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Other frozen fruit-Apples-Pounds,1.046989621,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Other frozen fruit-Apples-Pounds,1.358447631,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Other frozen fruit-Apples-Pounds,0.945183166,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Other frozen fruit-Apples-Pounds,0.938027032,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Other frozen fruit-Apples-Pounds,0.777206296,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Other frozen fruit-Apples-Pounds,0.91631695,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Other frozen fruit-Apples-Pounds,0.694368707,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Other frozen fruit-Apples-Pounds,1.039102848,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Other frozen fruit-Apples-Pounds,0.697072036,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Other frozen fruit-Apples-Pounds,0.854868918,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Other frozen fruit-Apples-Pounds,0.85553228,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Other frozen fruit-Apples-Pounds,0.894920379,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Other frozen fruit-Apples-Pounds,0.713645334,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Other frozen fruit-Apples-Pounds,0.755950231,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Other frozen fruit-Apples-Pounds,0.57231797,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Other frozen fruit-Apples-Pounds,0.693188245,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Other frozen fruit-Apples-Pounds,0.306478239,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Other frozen fruit-Apples-Pounds,0.82340335,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Other frozen fruit-Apples-Pounds,0.758688807,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Other frozen fruit-Apples-Pounds,0.678178712,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Other frozen fruit-Apples-Pounds,0.440117728,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Other frozen fruit-Apples-Pounds,0.393983285,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Other frozen fruit-Apples-Pounds,0.54576734,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Other frozen fruit-Apples-Pounds,0.583088661,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Other frozen fruit-Apples-Pounds,0.545466387,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Other frozen fruit-Apples-Pounds,0.587673865,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Other frozen fruit-Apricots-Pounds,0.062228118,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Other frozen fruit-Apricots-Pounds,0.077867293,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Other frozen fruit-Apricots-Pounds,0.051882837,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Other frozen fruit-Apricots-Pounds,0.087207245,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Other frozen fruit-Apricots-Pounds,0.065839311,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Other frozen fruit-Apricots-Pounds,0.074361147,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Other frozen fruit-Apricots-Pounds,0.066090307,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Other frozen fruit-Apricots-Pounds,0.079413728,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Other frozen fruit-Apricots-Pounds,0.073140598,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Other frozen fruit-Apricots-Pounds,0.061096176,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Other frozen fruit-Apricots-Pounds,0.072938531,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Other frozen fruit-Apricots-Pounds,0.055008132,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Other frozen fruit-Apricots-Pounds,0.06822058,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Other frozen fruit-Apricots-Pounds,0.076523535,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Other frozen fruit-Apricots-Pounds,0.065158157,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Other frozen fruit-Apricots-Pounds,0.075188916,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Other frozen fruit-Apricots-Pounds,0.072220768,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Other frozen fruit-Apricots-Pounds,0.0865307,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Other frozen fruit-Apricots-Pounds,0.064198579,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Other frozen fruit-Apricots-Pounds,0.073380178,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Other frozen fruit-Apricots-Pounds,0.074760526,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Other frozen fruit-Apricots-Pounds,0.061619059,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Other frozen fruit-Apricots-Pounds,0.081275156,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Other frozen fruit-Apricots-Pounds,0.065263299,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Other frozen fruit-Apricots-Pounds,0.072154147,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Other frozen fruit-Apricots-Pounds,0.068990122,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Other frozen fruit-Apricots-Pounds,0.062695843,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Other frozen fruit-Apricots-Pounds,0.081599563,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Other frozen fruit-Apricots-Pounds,0.087393658,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Other frozen fruit-Apricots-Pounds,0.082940618,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Other frozen fruit-Apricots-Pounds,0.088343573,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Other frozen fruit-Apricots-Pounds,0.123274757,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Other frozen fruit-Apricots-Pounds,0.088987405,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Other frozen fruit-Apricots-Pounds,0.048694787,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Other frozen fruit-Apricots-Pounds,0.067278967,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Other frozen fruit-Apricots-Pounds,0.062294317,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Other frozen fruit-Apricots-Pounds,0.030380003,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Other frozen fruit-Apricots-Pounds,0.045906848,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Other frozen fruit-Apricots-Pounds,0.061967894,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Other frozen fruit-Apricots-Pounds,0.044084954,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Other frozen fruit-Apricots-Pounds,0.042407486,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Other frozen fruit-Apricots-Pounds,0.041749724,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Other frozen fruit-Apricots-Pounds,0.039656729,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Other frozen fruit-Apricots-Pounds,0.035097181,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Other frozen fruit-Apricots-Pounds,0.030535173,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Other frozen fruit-Apricots-Pounds,0.028701272,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Other frozen fruit-Apricots-Pounds,0.021568344,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Other frozen fruit-Apricots-Pounds,0.033971077,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Other frozen fruit-Apricots-Pounds,0.010135727,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Other frozen fruit-Apricots-Pounds,0.024562346,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Other frozen fruit-Apricots-Pounds,0.022201797,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Other frozen fruit-Apricots-Pounds,0.005348874,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Other frozen fruit-Cherries-Pounds,0.68130523,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Other frozen fruit-Cherries-Pounds,0.754556705,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Other frozen fruit-Cherries-Pounds,0.70127587,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Other frozen fruit-Cherries-Pounds,0.910180313,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Other frozen fruit-Cherries-Pounds,0.543726094,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Other frozen fruit-Cherries-Pounds,0.495534164,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Other frozen fruit-Cherries-Pounds,0.742642236,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Other frozen fruit-Cherries-Pounds,0.691049269,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Other frozen fruit-Cherries-Pounds,0.713251118,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Other frozen fruit-Cherries-Pounds,0.580382573,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Other frozen fruit-Cherries-Pounds,0.535951099,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Other frozen fruit-Cherries-Pounds,0.545402364,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Other frozen fruit-Cherries-Pounds,0.684264475,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Other frozen fruit-Cherries-Pounds,0.699885193,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Other frozen fruit-Cherries-Pounds,0.647697463,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Other frozen fruit-Cherries-Pounds,0.653023911,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Other frozen fruit-Cherries-Pounds,0.74305114,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Other frozen fruit-Cherries-Pounds,1.12060345,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Other frozen fruit-Cherries-Pounds,0.811518196,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Other frozen fruit-Cherries-Pounds,0.820560196,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Other frozen fruit-Cherries-Pounds,0.892436793,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Other frozen fruit-Cherries-Pounds,0.643043398,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Other frozen fruit-Cherries-Pounds,0.610022967,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Other frozen fruit-Cherries-Pounds,0.75582375,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Other frozen fruit-Cherries-Pounds,0.716210617,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Other frozen fruit-Cherries-Pounds,0.710145822,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Other frozen fruit-Cherries-Pounds,0.652025461,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Other frozen fruit-Cherries-Pounds,0.615271956,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Other frozen fruit-Cherries-Pounds,0.848281441,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Other frozen fruit-Cherries-Pounds,0.521089307,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Other frozen fruit-Cherries-Pounds,0.594225527,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Other frozen fruit-Cherries-Pounds,0.566206039,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Other frozen fruit-Cherries-Pounds,0.485843176,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Other frozen fruit-Cherries-Pounds,0.59846699,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Other frozen fruit-Cherries-Pounds,0.635985445,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Other frozen fruit-Cherries-Pounds,0.63490266,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Other frozen fruit-Cherries-Pounds,0.75514519,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Other frozen fruit-Cherries-Pounds,0.783563764,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Other frozen fruit-Cherries-Pounds,0.720215491,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Other frozen fruit-Cherries-Pounds,0.805581201,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Other frozen fruit-Cherries-Pounds,0.760257508,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Other frozen fruit-Cherries-Pounds,0.737158818,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Other frozen fruit-Cherries-Pounds,0.739912353,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Other frozen fruit-Cherries-Pounds,0.495054939,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Other frozen fruit-Cherries-Pounds,0.841152929,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Other frozen fruit-Cherries-Pounds,0.915820252,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Other frozen fruit-Cherries-Pounds,0.889058218,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Other frozen fruit-Cherries-Pounds,0.826371429,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Other frozen fruit-Cherries-Pounds,0.729035081,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Other frozen fruit-Cherries-Pounds,0.776076684,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Other frozen fruit-Cherries-Pounds,0.683740724,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Other frozen fruit-Cherries-Pounds,0.704161629,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Other frozen fruit-Peaches-Pounds,0.353702963,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Other frozen fruit-Peaches-Pounds,0.329262596,
Frozen fruit (fresh-weight equivalent): Per capita availability,1972,Other frozen fruit-Peaches-Pounds,0.382927736,
Frozen fruit (fresh-weight equivalent): Per capita availability,1973,Other frozen fruit-Peaches-Pounds,0.291398666,
Frozen fruit (fresh-weight equivalent): Per capita availability,1974,Other frozen fruit-Peaches-Pounds,0.34661498,
Frozen fruit (fresh-weight equivalent): Per capita availability,1975,Other frozen fruit-Peaches-Pounds,0.355368495,
Frozen fruit (fresh-weight equivalent): Per capita availability,1976,Other frozen fruit-Peaches-Pounds,0.16849359,
Frozen fruit (fresh-weight equivalent): Per capita availability,1977,Other frozen fruit-Peaches-Pounds,0.34905262,
Frozen fruit (fresh-weight equivalent): Per capita availability,1978,Other frozen fruit-Peaches-Pounds,0.33358043,
Frozen fruit (fresh-weight equivalent): Per capita availability,1979,Other frozen fruit-Peaches-Pounds,0.265490658,
Frozen fruit (fresh-weight equivalent): Per capita availability,1980,Other frozen fruit-Peaches-Pounds,0.33263659,
Frozen fruit (fresh-weight equivalent): Per capita availability,1981,Other frozen fruit-Peaches-Pounds,0.241883583,
Frozen fruit (fresh-weight equivalent): Per capita availability,1982,Other frozen fruit-Peaches-Pounds,0.290174341,
Frozen fruit (fresh-weight equivalent): Per capita availability,1983,Other frozen fruit-Peaches-Pounds,0.384644932,
Frozen fruit (fresh-weight equivalent): Per capita availability,1984,Other frozen fruit-Peaches-Pounds,0.350119316,
Frozen fruit (fresh-weight equivalent): Per capita availability,1985,Other frozen fruit-Peaches-Pounds,0.506361494,
Frozen fruit (fresh-weight equivalent): Per capita availability,1986,Other frozen fruit-Peaches-Pounds,0.515269,
Frozen fruit (fresh-weight equivalent): Per capita availability,1987,Other frozen fruit-Peaches-Pounds,0.339780234,
Frozen fruit (fresh-weight equivalent): Per capita availability,1988,Other frozen fruit-Peaches-Pounds,0.412719726,
Frozen fruit (fresh-weight equivalent): Per capita availability,1989,Other frozen fruit-Peaches-Pounds,0.553383574,
Frozen fruit (fresh-weight equivalent): Per capita availability,1990,Other frozen fruit-Peaches-Pounds,0.436769386,
Frozen fruit (fresh-weight equivalent): Per capita availability,1991,Other frozen fruit-Peaches-Pounds,0.626250035,
Frozen fruit (fresh-weight equivalent): Per capita availability,1992,Other frozen fruit-Peaches-Pounds,0.527440306,
Frozen fruit (fresh-weight equivalent): Per capita availability,1993,Other frozen fruit-Peaches-Pounds,0.350343893,
Frozen fruit (fresh-weight equivalent): Per capita availability,1994,Other frozen fruit-Peaches-Pounds,0.595690225,
Frozen fruit (fresh-weight equivalent): Per capita availability,1995,Other frozen fruit-Peaches-Pounds,0.553479181,
Frozen fruit (fresh-weight equivalent): Per capita availability,1996,Other frozen fruit-Peaches-Pounds,0.496102601,
Frozen fruit (fresh-weight equivalent): Per capita availability,1997,Other frozen fruit-Peaches-Pounds,0.468896567,
Frozen fruit (fresh-weight equivalent): Per capita availability,1998,Other frozen fruit-Peaches-Pounds,0.497713815,
Frozen fruit (fresh-weight equivalent): Per capita availability,1999,Other frozen fruit-Peaches-Pounds,0.564837358,
Frozen fruit (fresh-weight equivalent): Per capita availability,2000,Other frozen fruit-Peaches-Pounds,0.759397631,
Frozen fruit (fresh-weight equivalent): Per capita availability,2001,Other frozen fruit-Peaches-Pounds,0.74466626,
Frozen fruit (fresh-weight equivalent): Per capita availability,2002,Other frozen fruit-Peaches-Pounds,0.677643996,
Frozen fruit (fresh-weight equivalent): Per capita availability,2003,Other frozen fruit-Peaches-Pounds,0.779572537,
Frozen fruit (fresh-weight equivalent): Per capita availability,2004,Other frozen fruit-Peaches-Pounds,0.719762344,
Frozen fruit (fresh-weight equivalent): Per capita availability,2005,Other frozen fruit-Peaches-Pounds,0.716306123,
Frozen fruit (fresh-weight equivalent): Per capita availability,2006,Other frozen fruit-Peaches-Pounds,0.596881244,
Frozen fruit (fresh-weight equivalent): Per capita availability,2007,Other frozen fruit-Peaches-Pounds,0.885721128,
Frozen fruit (fresh-weight equivalent): Per capita availability,2008,Other frozen fruit-Peaches-Pounds,0.728745511,
Frozen fruit (fresh-weight equivalent): Per capita availability,2009,Other frozen fruit-Peaches-Pounds,0.696389259,
Frozen fruit (fresh-weight equivalent): Per capita availability,2010,Other frozen fruit-Peaches-Pounds,0.657811095,
Frozen fruit (fresh-weight equivalent): Per capita availability,2011,Other frozen fruit-Peaches-Pounds,0.604750082,
Frozen fruit (fresh-weight equivalent): Per capita availability,2012,Other frozen fruit-Peaches-Pounds,0.636455754,
Frozen fruit (fresh-weight equivalent): Per capita availability,2013,Other frozen fruit-Peaches-Pounds,0.614968286,
Frozen fruit (fresh-weight equivalent): Per capita availability,2014,Other frozen fruit-Peaches-Pounds,0.651691049,
Frozen fruit (fresh-weight equivalent): Per capita availability,2015,Other frozen fruit-Peaches-Pounds,0.571090624,
Frozen fruit (fresh-weight equivalent): Per capita availability,2016,Other frozen fruit-Peaches-Pounds,0.591574303,
Frozen fruit (fresh-weight equivalent): Per capita availability,2017,Other frozen fruit-Peaches-Pounds,0.404339827,
Frozen fruit (fresh-weight equivalent): Per capita availability,2018,Other frozen fruit-Peaches-Pounds,0.513771229,
Frozen fruit (fresh-weight equivalent): Per capita availability,2019,Other frozen fruit-Peaches-Pounds,0.545456749,
Frozen fruit (fresh-weight equivalent): Per capita availability,2020,Other frozen fruit-Peaches-Pounds,0.466440914,
Frozen fruit (fresh-weight equivalent): Per capita availability,2021,Other frozen fruit-Peaches-Pounds,0.368278608,
Frozen fruit (fresh-weight equivalent): Per capita availability,1970,Other frozen fruit-Plums and prunes-Pounds,0.047763494,
Frozen fruit (fresh-weight equivalent): Per capita availability,1971,Other frozen fruit-Plums and prunes-Pounds,0.021024651,
